Adversary,Technique,Technique ID,SubTechnique,Data Source,API_ID
MuddyWater,LSASS Memory,T1003.001,OS Credential Dumping,Network Traffic: Network Traffic Flow,attack-pattern--0a3ead4e-6d47-4ccb-854c-a6a4f9d96b22
MuddyWater,LSASS Memory,T1003.001,OS Credential Dumping,Command: Command Execution,attack-pattern--0a3ead4e-6d47-4ccb-854c-a6a4f9d96b22
MuddyWater,LSASS Memory,T1003.001,OS Credential Dumping,File: File Access,attack-pattern--0a3ead4e-6d47-4ccb-854c-a6a4f9d96b22
MuddyWater,LSASS Memory,T1003.001,OS Credential Dumping,Process: Process Creation,attack-pattern--0a3ead4e-6d47-4ccb-854c-a6a4f9d96b22
MuddyWater,LSASS Memory,T1003.001,OS Credential Dumping,Network Traffic: Network Traffic Content,attack-pattern--0a3ead4e-6d47-4ccb-854c-a6a4f9d96b22
MuddyWater,Credentials from Web Browsers,T1555.003,Credentials from Password Stores,Command: Command Execution,attack-pattern--3fc9b85a-2862-4363-a64d-d692e3ffbee0
MuddyWater,Credentials from Web Browsers,T1555.003,Credentials from Password Stores,Process: Process Access,attack-pattern--3fc9b85a-2862-4363-a64d-d692e3ffbee0
MuddyWater,Credentials from Web Browsers,T1555.003,Credentials from Password Stores,Process: OS API Execution,attack-pattern--3fc9b85a-2862-4363-a64d-d692e3ffbee0
MuddyWater,Credentials from Web Browsers,T1555.003,Credentials from Password Stores,File: File Access,attack-pattern--3fc9b85a-2862-4363-a64d-d692e3ffbee0
MuddyWater,Credentials from Web Browsers,T1555.003,Credentials from Password Stores,Process: Process Creation,attack-pattern--3fc9b85a-2862-4363-a64d-d692e3ffbee0
MuddyWater,Bidirectional Communication,T1102.002,Web Service,Network Traffic: Network Connection Creation,attack-pattern--830c9528-df21-472c-8c14-a036bf17d665
MuddyWater,Bidirectional Communication,T1102.002,Web Service,Network Traffic: Network Traffic Content,attack-pattern--830c9528-df21-472c-8c14-a036bf17d665
MuddyWater,Bidirectional Communication,T1102.002,Web Service,Network Traffic: Network Traffic Flow,attack-pattern--830c9528-df21-472c-8c14-a036bf17d665
MuddyWater,External Proxy,T1090.002,Proxy,Network Traffic: Network Traffic Flow,attack-pattern--731f4f55-b6d0-41d1-a7a9-072a66389aea
MuddyWater,External Proxy,T1090.002,Proxy,Network Traffic: Network Connection Creation,attack-pattern--731f4f55-b6d0-41d1-a7a9-072a66389aea
MuddyWater,External Proxy,T1090.002,Proxy,Network Traffic: Network Traffic Content,attack-pattern--731f4f55-b6d0-41d1-a7a9-072a66389aea
MuddyWater,Web Services,T1583.006,Acquire Infrastructure,Internet Scan: Response Metadata,attack-pattern--0458aab9-ad42-4eac-9e22-706a95bafee2
MuddyWater,Web Services,T1583.006,Acquire Infrastructure,Domain Name: Active DNS,attack-pattern--0458aab9-ad42-4eac-9e22-706a95bafee2
MuddyWater,Web Services,T1583.006,Acquire Infrastructure,Internet Scan: Response Content,attack-pattern--0458aab9-ad42-4eac-9e22-706a95bafee2
MuddyWater,Web Services,T1583.006,Acquire Infrastructure,Domain Name: Domain Registration,attack-pattern--0458aab9-ad42-4eac-9e22-706a95bafee2
MuddyWater,Web Services,T1583.006,Acquire Infrastructure,Domain Name: Passive DNS,attack-pattern--0458aab9-ad42-4eac-9e22-706a95bafee2
MuddyWater,Bypass User Account Control,T1548.002,Abuse Elevation Control Mechanism,Process: Process Creation,attack-pattern--67720091-eee3-4d2d-ae16-8264567f6f5b
MuddyWater,Bypass User Account Control,T1548.002,Abuse Elevation Control Mechanism,File: File Metadata,attack-pattern--67720091-eee3-4d2d-ae16-8264567f6f5b
MuddyWater,Bypass User Account Control,T1548.002,Abuse Elevation Control Mechanism,Process: OS API Execution,attack-pattern--67720091-eee3-4d2d-ae16-8264567f6f5b
MuddyWater,Bypass User Account Control,T1548.002,Abuse Elevation Control Mechanism,File: File Modification,attack-pattern--67720091-eee3-4d2d-ae16-8264567f6f5b
MuddyWater,Bypass User Account Control,T1548.002,Abuse Elevation Control Mechanism,Windows Registry: Windows Registry Key Modification,attack-pattern--67720091-eee3-4d2d-ae16-8264567f6f5b
MuddyWater,Bypass User Account Control,T1548.002,Abuse Elevation Control Mechanism,Process: Process Metadata,attack-pattern--67720091-eee3-4d2d-ae16-8264567f6f5b
MuddyWater,Bypass User Account Control,T1548.002,Abuse Elevation Control Mechanism,Command: Command Execution,attack-pattern--67720091-eee3-4d2d-ae16-8264567f6f5b
MuddyWater,Component Object Model,T1559.001,Inter-Process Communication,Process: Process Access,attack-pattern--acd0ba37-7ba9-4cc5-ac61-796586cd856d
MuddyWater,Component Object Model,T1559.001,Inter-Process Communication,Module: Module Load,attack-pattern--acd0ba37-7ba9-4cc5-ac61-796586cd856d
MuddyWater,Component Object Model,T1559.001,Inter-Process Communication,Process: Process Creation,attack-pattern--acd0ba37-7ba9-4cc5-ac61-796586cd856d
MuddyWater,Component Object Model,T1559.001,Inter-Process Communication,Script: Script Execution,attack-pattern--acd0ba37-7ba9-4cc5-ac61-796586cd856d
MuddyWater,Security Software Discovery,T1518.001,Software Discovery,Process: OS API Execution,attack-pattern--e3b6daca-e963-4a69-aee6-ed4fd653ad58
MuddyWater,Security Software Discovery,T1518.001,Software Discovery,Process: Process Creation,attack-pattern--e3b6daca-e963-4a69-aee6-ed4fd653ad58
MuddyWater,Security Software Discovery,T1518.001,Software Discovery,Firewall: Firewall Enumeration,attack-pattern--e3b6daca-e963-4a69-aee6-ed4fd653ad58
MuddyWater,Security Software Discovery,T1518.001,Software Discovery,Command: Command Execution,attack-pattern--e3b6daca-e963-4a69-aee6-ed4fd653ad58
MuddyWater,Security Software Discovery,T1518.001,Software Discovery,Firewall: Firewall Metadata,attack-pattern--e3b6daca-e963-4a69-aee6-ed4fd653ad58
MuddyWater,Symmetric Cryptography,T1573.001,Encrypted Channel,Network Traffic: Network Traffic Content,attack-pattern--b8902400-e6c5-4ba2-95aa-2d35b442b118
MuddyWater,CMSTP,T1218.003,System Binary Proxy Execution,Network Traffic: Network Connection Creation,attack-pattern--457c7820-d331-465a-915e-42f85500ccc4
MuddyWater,CMSTP,T1218.003,System Binary Proxy Execution,File: File Creation,attack-pattern--457c7820-d331-465a-915e-42f85500ccc4
MuddyWater,CMSTP,T1218.003,System Binary Proxy Execution,Command: Command Execution,attack-pattern--457c7820-d331-465a-915e-42f85500ccc4
MuddyWater,CMSTP,T1218.003,System Binary Proxy Execution,Process: Process Creation,attack-pattern--457c7820-d331-465a-915e-42f85500ccc4
MuddyWater,CMSTP,T1218.003,System Binary Proxy Execution,Process: OS API Execution,attack-pattern--457c7820-d331-465a-915e-42f85500ccc4
MuddyWater,CMSTP,T1218.003,System Binary Proxy Execution,Windows Registry: Windows Registry Key Modification,attack-pattern--457c7820-d331-465a-915e-42f85500ccc4
MuddyWater,CMSTP,T1218.003,System Binary Proxy Execution,Module: Module Load,attack-pattern--457c7820-d331-465a-915e-42f85500ccc4
MuddyWater,Visual Basic,T1059.005,Command and Scripting Interpreter,Module: Module Load,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830
MuddyWater,Visual Basic,T1059.005,Command and Scripting Interpreter,Process: Process Metadata,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830
MuddyWater,Visual Basic,T1059.005,Command and Scripting Interpreter,Command: Command Execution,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830
MuddyWater,Visual Basic,T1059.005,Command and Scripting Interpreter,Process: Process Creation,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830
MuddyWater,Visual Basic,T1059.005,Command and Scripting Interpreter,Script: Script Execution,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830
MuddyWater,Command Obfuscation,T1027.010,Obfuscated Files or Information,Process: Process Creation,attack-pattern--b3d682b6-98f2-4fb0-aa3b-b4df007ca70a
MuddyWater,Command Obfuscation,T1027.010,Obfuscated Files or Information,Command: Command Execution,attack-pattern--b3d682b6-98f2-4fb0-aa3b-b4df007ca70a
MuddyWater,Command Obfuscation,T1027.010,Obfuscated Files or Information,Script: Script Execution,attack-pattern--b3d682b6-98f2-4fb0-aa3b-b4df007ca70a
MuddyWater,Command Obfuscation,T1027.010,Obfuscated Files or Information,Windows Registry: Windows Registry Key Creation,attack-pattern--b3d682b6-98f2-4fb0-aa3b-b4df007ca70a
MuddyWater,Command Obfuscation,T1027.010,Obfuscated Files or Information,Module: Module Load,attack-pattern--b3d682b6-98f2-4fb0-aa3b-b4df007ca70a
MuddyWater,Command Obfuscation,T1027.010,Obfuscated Files or Information,WMI: WMI Creation,attack-pattern--b3d682b6-98f2-4fb0-aa3b-b4df007ca70a
MuddyWater,Command Obfuscation,T1027.010,Obfuscated Files or Information,File: File Metadata,attack-pattern--b3d682b6-98f2-4fb0-aa3b-b4df007ca70a
MuddyWater,Command Obfuscation,T1027.010,Obfuscated Files or Information,Process: OS API Execution,attack-pattern--b3d682b6-98f2-4fb0-aa3b-b4df007ca70a
MuddyWater,Command Obfuscation,T1027.010,Obfuscated Files or Information,File: File Creation,attack-pattern--b3d682b6-98f2-4fb0-aa3b-b4df007ca70a
MuddyWater,Registry Run Keys / Startup Folder,T1547.001,Boot or Logon Autostart Execution,File: File Modification,attack-pattern--1ecb2399-e8ba-4f6b-8ba7-5c27d49405cf
MuddyWater,Registry Run Keys / Startup Folder,T1547.001,Boot or Logon Autostart Execution,File: File Creation,attack-pattern--1ecb2399-e8ba-4f6b-8ba7-5c27d49405cf
MuddyWater,Registry Run Keys / Startup Folder,T1547.001,Boot or Logon Autostart Execution,Process: OS API Execution,attack-pattern--1ecb2399-e8ba-4f6b-8ba7-5c27d49405cf
MuddyWater,Registry Run Keys / Startup Folder,T1547.001,Boot or Logon Autostart Execution,Windows Registry: Windows Registry Key Modification,attack-pattern--1ecb2399-e8ba-4f6b-8ba7-5c27d49405cf
MuddyWater,Registry Run Keys / Startup Folder,T1547.001,Boot or Logon Autostart Execution,Driver: Driver Load,attack-pattern--1ecb2399-e8ba-4f6b-8ba7-5c27d49405cf
MuddyWater,Registry Run Keys / Startup Folder,T1547.001,Boot or Logon Autostart Execution,Module: Module Load,attack-pattern--1ecb2399-e8ba-4f6b-8ba7-5c27d49405cf
MuddyWater,Registry Run Keys / Startup Folder,T1547.001,Boot or Logon Autostart Execution,Process: Process Creation,attack-pattern--1ecb2399-e8ba-4f6b-8ba7-5c27d49405cf
MuddyWater,Registry Run Keys / Startup Folder,T1547.001,Boot or Logon Autostart Execution,Windows Registry: Windows Registry Key Creation,attack-pattern--1ecb2399-e8ba-4f6b-8ba7-5c27d49405cf
MuddyWater,Registry Run Keys / Startup Folder,T1547.001,Boot or Logon Autostart Execution,Command: Command Execution,attack-pattern--1ecb2399-e8ba-4f6b-8ba7-5c27d49405cf
MuddyWater,Registry Run Keys / Startup Folder,T1547.001,Boot or Logon Autostart Execution,Kernel: Kernel Module Load,attack-pattern--1ecb2399-e8ba-4f6b-8ba7-5c27d49405cf
MuddyWater,Tool,T1588.002,Obtain Capabilities,Malware Repository: Malware Metadata,attack-pattern--ce0687a0-e692-4b77-964a-0784a8e54ff1
MuddyWater,Tool,T1588.002,Obtain Capabilities,Malware Repository: Malware Content,attack-pattern--ce0687a0-e692-4b77-964a-0784a8e54ff1
MuddyWater,Tool,T1588.002,Obtain Capabilities,Certificate: Certificate Registration,attack-pattern--ce0687a0-e692-4b77-964a-0784a8e54ff1
MuddyWater,Tool,T1588.002,Obtain Capabilities,Internet Scan: Response Content,attack-pattern--ce0687a0-e692-4b77-964a-0784a8e54ff1
MuddyWater,Windows Command Shell,T1059.003,Command and Scripting Interpreter,Module: Module Load,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830
MuddyWater,Windows Command Shell,T1059.003,Command and Scripting Interpreter,Process: Process Metadata,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830
MuddyWater,Windows Command Shell,T1059.003,Command and Scripting Interpreter,Command: Command Execution,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830
MuddyWater,Windows Command Shell,T1059.003,Command and Scripting Interpreter,Process: Process Creation,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830
MuddyWater,Windows Command Shell,T1059.003,Command and Scripting Interpreter,Script: Script Execution,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830
MuddyWater,Dynamic Data Exchange,T1559.002,Inter-Process Communication,Process: Process Access,attack-pattern--acd0ba37-7ba9-4cc5-ac61-796586cd856d
MuddyWater,Dynamic Data Exchange,T1559.002,Inter-Process Communication,Module: Module Load,attack-pattern--acd0ba37-7ba9-4cc5-ac61-796586cd856d
MuddyWater,Dynamic Data Exchange,T1559.002,Inter-Process Communication,Process: Process Creation,attack-pattern--acd0ba37-7ba9-4cc5-ac61-796586cd856d
MuddyWater,Dynamic Data Exchange,T1559.002,Inter-Process Communication,Script: Script Execution,attack-pattern--acd0ba37-7ba9-4cc5-ac61-796586cd856d
MuddyWater,System Network Configuration Discovery,T1016,Internet Connection Discovery,Process: Process Creation,attack-pattern--132d5b37-aac5-4378-a8dc-3127b18a73dc
MuddyWater,System Network Configuration Discovery,T1016,Internet Connection Discovery,Command: Command Execution,attack-pattern--132d5b37-aac5-4378-a8dc-3127b18a73dc
MuddyWater,Rundll32,T1218.011,System Binary Proxy Execution,Network Traffic: Network Connection Creation,attack-pattern--457c7820-d331-465a-915e-42f85500ccc4
MuddyWater,Rundll32,T1218.011,System Binary Proxy Execution,File: File Creation,attack-pattern--457c7820-d331-465a-915e-42f85500ccc4
MuddyWater,Rundll32,T1218.011,System Binary Proxy Execution,Command: Command Execution,attack-pattern--457c7820-d331-465a-915e-42f85500ccc4
MuddyWater,Rundll32,T1218.011,System Binary Proxy Execution,Process: Process Creation,attack-pattern--457c7820-d331-465a-915e-42f85500ccc4
MuddyWater,Rundll32,T1218.011,System Binary Proxy Execution,Process: OS API Execution,attack-pattern--457c7820-d331-465a-915e-42f85500ccc4
MuddyWater,Rundll32,T1218.011,System Binary Proxy Execution,Windows Registry: Windows Registry Key Modification,attack-pattern--457c7820-d331-465a-915e-42f85500ccc4
MuddyWater,Rundll32,T1218.011,System Binary Proxy Execution,Module: Module Load,attack-pattern--457c7820-d331-465a-915e-42f85500ccc4
MuddyWater,Python,T1059.006,Command and Scripting Interpreter,Module: Module Load,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830
MuddyWater,Python,T1059.006,Command and Scripting Interpreter,Process: Process Metadata,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830
MuddyWater,Python,T1059.006,Command and Scripting Interpreter,Command: Command Execution,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830
MuddyWater,Python,T1059.006,Command and Scripting Interpreter,Process: Process Creation,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830
MuddyWater,Python,T1059.006,Command and Scripting Interpreter,Script: Script Execution,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830
MuddyWater,Email Addresses,T1589.002,Gather Victim Identity Information,Network Traffic: Network Traffic Content,attack-pattern--5282dd9a-d26d-4e16-88b7-7c0f4553daf4
Gallmaker,PowerShell,T1059.001,Command and Scripting Interpreter,Module: Module Load,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830
Gallmaker,PowerShell,T1059.001,Command and Scripting Interpreter,Process: Process Metadata,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830
Gallmaker,PowerShell,T1059.001,Command and Scripting Interpreter,Command: Command Execution,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830
Gallmaker,PowerShell,T1059.001,Command and Scripting Interpreter,Process: Process Creation,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830
Gallmaker,PowerShell,T1059.001,Command and Scripting Interpreter,Script: Script Execution,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830
Gallmaker,Spearphishing Attachment,T1566.001,Phishing,Application Log: Application Log Content,attack-pattern--a62a8db3-f23a-4d8f-afd6-9dbc77e7813b
Gallmaker,Spearphishing Attachment,T1566.001,Phishing,File: File Creation,attack-pattern--a62a8db3-f23a-4d8f-afd6-9dbc77e7813b
Gallmaker,Spearphishing Attachment,T1566.001,Phishing,Network Traffic: Network Traffic Content,attack-pattern--a62a8db3-f23a-4d8f-afd6-9dbc77e7813b
Gallmaker,Spearphishing Attachment,T1566.001,Phishing,Network Traffic: Network Traffic Flow,attack-pattern--a62a8db3-f23a-4d8f-afd6-9dbc77e7813b
Gallmaker,Malicious File,T1204.002,User Execution,Network Traffic: Network Connection Creation,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
Gallmaker,Malicious File,T1204.002,User Execution,Container: Container Start,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
Gallmaker,Malicious File,T1204.002,User Execution,File: File Creation,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
Gallmaker,Malicious File,T1204.002,User Execution,Command: Command Execution,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
Gallmaker,Malicious File,T1204.002,User Execution,Network Traffic: Network Traffic Content,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
Gallmaker,Malicious File,T1204.002,User Execution,Process: Process Creation,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
Gallmaker,Malicious File,T1204.002,User Execution,Instance: Instance Start,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
Gallmaker,Malicious File,T1204.002,User Execution,Instance: Instance Creation,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
Gallmaker,Malicious File,T1204.002,User Execution,Application Log: Application Log Content,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
Gallmaker,Malicious File,T1204.002,User Execution,Container: Container Creation,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
Gallmaker,Malicious File,T1204.002,User Execution,Image: Image Creation,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
Gallmaker,Dynamic Data Exchange,T1559.002,Inter-Process Communication,Process: Process Access,attack-pattern--acd0ba37-7ba9-4cc5-ac61-796586cd856d
Gallmaker,Dynamic Data Exchange,T1559.002,Inter-Process Communication,Module: Module Load,attack-pattern--acd0ba37-7ba9-4cc5-ac61-796586cd856d
Gallmaker,Dynamic Data Exchange,T1559.002,Inter-Process Communication,Process: Process Creation,attack-pattern--acd0ba37-7ba9-4cc5-ac61-796586cd856d
Gallmaker,Dynamic Data Exchange,T1559.002,Inter-Process Communication,Script: Script Execution,attack-pattern--acd0ba37-7ba9-4cc5-ac61-796586cd856d
Gallmaker,Obfuscated Files or Information,T1027,Stripped Payloads,File: File Metadata,attack-pattern--2f41939b-54c3-41d6-8f8b-35f1ec18ed97
Gallmaker,Obfuscated Files or Information,T1027,Dynamic API Resolution,Module: Module Load,attack-pattern--ea4c2f9c-9df1-477c-8c42-6da1118f2ac4
Gallmaker,Obfuscated Files or Information,T1027,Dynamic API Resolution,Process: OS API Execution,attack-pattern--ea4c2f9c-9df1-477c-8c42-6da1118f2ac4
Gallmaker,Obfuscated Files or Information,T1027,Dynamic API Resolution,File: File Metadata,attack-pattern--ea4c2f9c-9df1-477c-8c42-6da1118f2ac4
Gallmaker,Obfuscated Files or Information,T1027,Software Packing,File: File Metadata,attack-pattern--deb98323-e13f-4b0c-8d94-175379069062
Gallmaker,Obfuscated Files or Information,T1027,Indicator Removal from Tools,Application Log: Application Log Content,attack-pattern--b0533c6e-8fea-4788-874f-b799cacc4b92
Gallmaker,Obfuscated Files or Information,T1027,Compile After Delivery,File: File Metadata,attack-pattern--c726e0a2-a57a-4b7b-a973-d0f013246617
Gallmaker,Obfuscated Files or Information,T1027,Compile After Delivery,Process: Process Creation,attack-pattern--c726e0a2-a57a-4b7b-a973-d0f013246617
Gallmaker,Obfuscated Files or Information,T1027,Compile After Delivery,Command: Command Execution,attack-pattern--c726e0a2-a57a-4b7b-a973-d0f013246617
Gallmaker,Obfuscated Files or Information,T1027,Compile After Delivery,File: File Creation,attack-pattern--c726e0a2-a57a-4b7b-a973-d0f013246617
Gallmaker,Obfuscated Files or Information,T1027,Command Obfuscation,File: File Metadata,attack-pattern--d511a6f6-4a33-41d5-bc95-c343875d1377
Gallmaker,Obfuscated Files or Information,T1027,Command Obfuscation,Command: Command Execution,attack-pattern--d511a6f6-4a33-41d5-bc95-c343875d1377
Gallmaker,Obfuscated Files or Information,T1027,Command Obfuscation,Script: Script Execution,attack-pattern--d511a6f6-4a33-41d5-bc95-c343875d1377
Gallmaker,Obfuscated Files or Information,T1027,Binary Padding,File: File Metadata,attack-pattern--5bfccc3f-2326-4112-86cc-c1ece9d8a2b5
Gallmaker,Obfuscated Files or Information,T1027,Fileless Storage,WMI: WMI Creation,attack-pattern--02c5abff-30bf-4703-ab92-1f6072fae939
Gallmaker,Obfuscated Files or Information,T1027,Fileless Storage,Windows Registry: Windows Registry Key Creation,attack-pattern--02c5abff-30bf-4703-ab92-1f6072fae939
Gallmaker,Obfuscated Files or Information,T1027,Embedded Payloads,File: File Creation,attack-pattern--0533ab23-3f7d-463f-9bd8-634d27e4dee1
Gallmaker,Obfuscated Files or Information,T1027,Embedded Payloads,File: File Metadata,attack-pattern--0533ab23-3f7d-463f-9bd8-634d27e4dee1
Gallmaker,Obfuscated Files or Information,T1027,Steganography,File: File Metadata,attack-pattern--c2e147a9-d1a8-4074-811a-d8789202d916
Gallmaker,Obfuscated Files or Information,T1027,HTML Smuggling,File: File Creation,attack-pattern--d4dc46e3-5ba5-45b9-8204-010867cacfcb
Gallmaker,Archive via Utility,T1560.001,Archive Collected Data,Command: Command Execution,attack-pattern--53ac20cd-aca3-406e-9aa0-9fc7fdc60a5a
Gallmaker,Archive via Utility,T1560.001,Archive Collected Data,File: File Creation,attack-pattern--53ac20cd-aca3-406e-9aa0-9fc7fdc60a5a
Gallmaker,Archive via Utility,T1560.001,Archive Collected Data,Process: Process Creation,attack-pattern--53ac20cd-aca3-406e-9aa0-9fc7fdc60a5a
Gallmaker,Archive via Utility,T1560.001,Archive Collected Data,Script: Script Execution,attack-pattern--53ac20cd-aca3-406e-9aa0-9fc7fdc60a5a
LAPSUS$,Domain Account,T1087.002,Account Discovery,Process: Process Creation,attack-pattern--72b74d71-8169-42aa-92e0-e7b04b9f5a08
LAPSUS$,Domain Account,T1087.002,Account Discovery,File: File Access,attack-pattern--72b74d71-8169-42aa-92e0-e7b04b9f5a08
LAPSUS$,Domain Account,T1087.002,Account Discovery,Command: Command Execution,attack-pattern--72b74d71-8169-42aa-92e0-e7b04b9f5a08
LAPSUS$,Create Cloud Instance,T1578.002,Modify Cloud Compute Infrastructure,Instance: Instance Start,attack-pattern--144e007b-e638-431d-a894-45d90c54ab90
LAPSUS$,Create Cloud Instance,T1578.002,Modify Cloud Compute Infrastructure,Instance: Instance Stop,attack-pattern--144e007b-e638-431d-a894-45d90c54ab90
LAPSUS$,Create Cloud Instance,T1578.002,Modify Cloud Compute Infrastructure,Instance: Instance Modification,attack-pattern--144e007b-e638-431d-a894-45d90c54ab90
LAPSUS$,Create Cloud Instance,T1578.002,Modify Cloud Compute Infrastructure,Volume: Volume Metadata,attack-pattern--144e007b-e638-431d-a894-45d90c54ab90
LAPSUS$,Create Cloud Instance,T1578.002,Modify Cloud Compute Infrastructure,Snapshot: Snapshot Creation,attack-pattern--144e007b-e638-431d-a894-45d90c54ab90
LAPSUS$,Create Cloud Instance,T1578.002,Modify Cloud Compute Infrastructure,Instance: Instance Creation,attack-pattern--144e007b-e638-431d-a894-45d90c54ab90
LAPSUS$,Create Cloud Instance,T1578.002,Modify Cloud Compute Infrastructure,Snapshot: Snapshot Deletion,attack-pattern--144e007b-e638-431d-a894-45d90c54ab90
LAPSUS$,Create Cloud Instance,T1578.002,Modify Cloud Compute Infrastructure,Snapshot: Snapshot Metadata,attack-pattern--144e007b-e638-431d-a894-45d90c54ab90
LAPSUS$,Create Cloud Instance,T1578.002,Modify Cloud Compute Infrastructure,Instance: Instance Metadata,attack-pattern--144e007b-e638-431d-a894-45d90c54ab90
LAPSUS$,Create Cloud Instance,T1578.002,Modify Cloud Compute Infrastructure,Volume: Volume Modification,attack-pattern--144e007b-e638-431d-a894-45d90c54ab90
LAPSUS$,Create Cloud Instance,T1578.002,Modify Cloud Compute Infrastructure,Snapshot: Snapshot Modification,attack-pattern--144e007b-e638-431d-a894-45d90c54ab90
LAPSUS$,Create Cloud Instance,T1578.002,Modify Cloud Compute Infrastructure,Volume: Volume Creation,attack-pattern--144e007b-e638-431d-a894-45d90c54ab90
LAPSUS$,Create Cloud Instance,T1578.002,Modify Cloud Compute Infrastructure,Volume: Volume Deletion,attack-pattern--144e007b-e638-431d-a894-45d90c54ab90
LAPSUS$,Create Cloud Instance,T1578.002,Modify Cloud Compute Infrastructure,Instance: Instance Deletion,attack-pattern--144e007b-e638-431d-a894-45d90c54ab90
LAPSUS$,Confluence,T1213.001,Data from Information Repositories,Application Log: Application Log Content,attack-pattern--d28ef391-8ed4-45dc-bc4a-2f43abf54416
LAPSUS$,Confluence,T1213.001,Data from Information Repositories,Logon Session: Logon Session Creation,attack-pattern--d28ef391-8ed4-45dc-bc4a-2f43abf54416
LAPSUS$,Data from Information Repositories,T1213,Sharepoint,Logon Session: Logon Session Creation,attack-pattern--0c4b4fda-9062-47da-98b9-ceae2dcf052a
LAPSUS$,Data from Information Repositories,T1213,Sharepoint,Application Log: Application Log Content,attack-pattern--0c4b4fda-9062-47da-98b9-ceae2dcf052a
LAPSUS$,Data from Information Repositories,T1213,Confluence,Logon Session: Logon Session Creation,attack-pattern--7ad38ef1-381a-406d-872a-38b136eb5ecc
LAPSUS$,Data from Information Repositories,T1213,Confluence,Application Log: Application Log Content,attack-pattern--7ad38ef1-381a-406d-872a-38b136eb5ecc
LAPSUS$,Data from Information Repositories,T1213,Code Repositories,Application Log: Application Log Content,attack-pattern--cff94884-3b1c-4987-a70b-6d5643c621c3
LAPSUS$,Data from Information Repositories,T1213,Code Repositories,Logon Session: Logon Session Creation,attack-pattern--cff94884-3b1c-4987-a70b-6d5643c621c3
LAPSUS$,Additional Cloud Roles,T1098.003,Account Manipulation,Active Directory: Active Directory Object Modification,attack-pattern--a10641f4-87b4-45a3-a906-92a149cb2c27
LAPSUS$,Additional Cloud Roles,T1098.003,Account Manipulation,File: File Modification,attack-pattern--a10641f4-87b4-45a3-a906-92a149cb2c27
LAPSUS$,Additional Cloud Roles,T1098.003,Account Manipulation,Group: Group Modification,attack-pattern--a10641f4-87b4-45a3-a906-92a149cb2c27
LAPSUS$,Additional Cloud Roles,T1098.003,Account Manipulation,User Account: User Account Modification,attack-pattern--a10641f4-87b4-45a3-a906-92a149cb2c27
LAPSUS$,Additional Cloud Roles,T1098.003,Account Manipulation,Command: Command Execution,attack-pattern--a10641f4-87b4-45a3-a906-92a149cb2c27
LAPSUS$,Additional Cloud Roles,T1098.003,Account Manipulation,Process: Process Creation,attack-pattern--a10641f4-87b4-45a3-a906-92a149cb2c27
LAPSUS$,Code Repositories,T1213.003,Data from Information Repositories,Application Log: Application Log Content,attack-pattern--d28ef391-8ed4-45dc-bc4a-2f43abf54416
LAPSUS$,Code Repositories,T1213.003,Data from Information Repositories,Logon Session: Logon Session Creation,attack-pattern--d28ef391-8ed4-45dc-bc4a-2f43abf54416
LAPSUS$,Malware,T1588.001,Obtain Capabilities,Malware Repository: Malware Metadata,attack-pattern--ce0687a0-e692-4b77-964a-0784a8e54ff1
LAPSUS$,Malware,T1588.001,Obtain Capabilities,Malware Repository: Malware Content,attack-pattern--ce0687a0-e692-4b77-964a-0784a8e54ff1
